temizlenmis_metin,Kategori1,Kategori2,combined_label,ÜCRET İADESİ,BAGAJ,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,RÖTAR
uç valiz kır çöz sun eylül tarih saat ’de hakkari yüksekova ankara esenboğa aktar ol i̇stanbul sabiha gökçe havaliman yap uçuş sonra valiz teslim al iki valiz kır ol fark et hemen havaliman yetkili bildir ancak kimse yardımcı ol yaklaşık yarım saat boyunca ora bekle hiçbir şekil çöz sun yaşa mağduriyet gider valiz kır nedeniyle tazminat talep ed rezervasyonbilet numara ilk baş gel ilgi göster bekl bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
uçuş i̇ptali sonra mağduriyet ek ücret taleb ek tarih erzincan antalya ankara esenboğa aktar iç hat uç bilet al rezervasyon numara uhel ankara kalk uçuş iptal ed nedeniyle bilet sabah saat kay üzerine müşteri hizmet ara i̇stanbul aktar bir uçuş seç söylen özellikle i̇stanbul aktar uçuş kesin ol alın sor olumlu yanıt al ancak ankara aktar uç iptal et an i̇stanbul bilet dolu ol tekrar ankara aktar uçuş ye ver belirt asker dön ol eş orta kal sadece yedek liste alın yaklaşık tl civar ek ücret çık yine uçağ bin söylen hiçbir şekil yardımcı ol çöz sun ek ücret talep ed mağduriyet gider uçuş sağ talep ed uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
’in bagaj hasar yetersiz tazminat teklif mağduriyet yarat tarih sabiha gökçe havaliman ’in bagaj hizmet sırasında büyük valiz kır kabin bagaj çekçek kısm hasar gör büyük valiz muadil yaklaşık tl kabin bagaj yurt dış usd al hasar sonra havaliman tutanak tut ver dosya numara takip no bagaj etiket no vf vf fotoğraf yükle ayrıca matmazel firma alın valiz tamir ed dair muadil fiyat belirt bir yaz mevcut müşteri hizmet iletişim geç iki bagaj toplam yalnızca tl öde teklif ed yeni bagaj te et iste ilet ancak ver ürün kalite ol aynı soru tekrar yaşa belirt beklenti hasar gör bagaj muadil fiyat kadar on yakın bir ücret öde an teklif ed tutar kullan kalite battal boy kabin boy valiz alın sorun gerçek değer çöz talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
ajetuçuşunda valiz ciddi hasar gör mağduriyet gider i̇stiyorum tarih çukurova lefkoşa ercan havaliman yap uçuş sonra bagaj teslim al yeni al polo mark büyük boy valiz ciddi şekil hasar gör fark et havaliman hemen tutanak tut yetkili ban tutanağ ’e ilet gerek söyle ancak ana kadar tutanağ ’e ilet fırsat ol hasar gör valiz yaklaşık değer tl mağduriyet gider valiz ücret karşı talep ed uç ait pnr numara p f ’dır belgele fotoğrafla tutanak el mevcut iste paylaş ’in kısa mağduriyet gider ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
bagaj kır tazmin sürec tutar hayal kırık yarat eylül cumartesi gün ankarakıbrıs vf uç dön kıbrısankara vf uç iki fark valiz bagaj uçağ yükle indir sırasında görev dikkat davranış nedeniyle ciddi şekil kır iki uç valiz zarar gör bagaj gelişigüzel atıl sonuc oluş hasar havaliman tutanak tut görsel belge ’e ilet ancak ilk valiz ben alış fatura talep ed olumsuz dönüş yap oysa dönüş yol kır ikinci valiz herhangi bir fatura iste değişim sağ bura uygula tutar müşteri memnuniyet yeterince önem ver ben hayal kırık uğrat iki valiz toplam değer yaklaşık tl valiz yeni değiş ücret iade yap ayrıca süreç yaklaşım müşteri memnuniyet ön plan tut şekil göz geçir talep ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
bilet soyad hata i̇çin yüksek ücret taleb çöz eksik ek tarih enuygun üzer ’in i̇stanbul uç saat rezervasyon kod pbb bilet al ancak soyad “g” ol gerek bilet “h” ol yanlış yaz hata düzelt enuygun müşteri hizmet ara henüz bilet al bir saat bile ol sadece bir harf düzelt tl ücret talep ed ücret öde zor kal ban başka hiçbir çöz sun bir harf hata kadar yüksek bir ücret talep ed müşteri memnuniyet göz ard ed kabul et öde tl iade talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
bilet alım haber ver fiyat art karşı ek tarih bodrumgaziantep uç mobil uygula üzer iki kişi bilet al iste başlangıç kişi baş fiyat yaklaşık tl ol görün sat al işlem sırasında hiçbir uyar hata mesaj al kişi baş fiyat bir an tl yüksel yeni tutar öde yap zor kal herhangi bir kampanya indirim kod kullan ani fiyat art sebeb açık ara fark iade ed talep ed rezervasyonpnr numara p b konu hakkında hızlı bir çöz bekl uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
’te gidişdönüş bilet ücret değişik hakk mağduriyet tarih ’ten ankarabatman gidiş dönüş ol şekil standart bilet sat al pnr ndcz tarih bilet alım saat sonra dönüş bilet tarih ertele iste bilet değişik kural “bilet alım itibaren saat geç uçuş saat kala ücret değişik hakkı” ol açık belirt ben dönüş uç saat fazla sür ol rağmen gidişdönüş bilet tek rezervasyon kod al ilk uç saat kal gerekçe ben yaklaşık tl ek ücret talep ed müşteri hizmet görüş kural gereğ ücret değişik hakk ol gerek ancak gidişdönüş bilet tek pnr alın dolayı işlem yap sistem ol bir çöz sun belirt bilet gidişdönüş ol al ban herhangi bir avantaj sağla ücret değişik hakk kullan ol mağduriyet yaşa sebep ol ücret değişik hakk tanı uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
uçuş saat değişik geç fatura nedeniyle vize sürec mağduriyet yaşa eylül tarih a jet pb numara uçak bilet al sonra bilet uçuş saat değiş değişik nedeniyle evrak sürekli güncelle zor kal vize başvuru ciddi mağduriyet yaşa sonra bilet saat tekrar düzelt işlem yap ayrıca eylül efaturamı talep et ancak ban ancak eylül dönüş yap vize başvuru acil ihtiyac ol rağmen fatura geç ulaş sürec olumsuz etkile süreç müşteri hizmet görüş yardımcı ol söyle fakat mağduriyet bir gün boyunca devam et a jet beklenti tarz hızlı geri dönüş yap uçuş saat sık değişik dolayı yaşa mağduriyet telafi ed uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
uç kırık bagaj i̇lgisizlik mağduriyet tarih saat ’te ankara havaliman başla saat ’te ercan havaliman son er uç bagaj ercan havaliman teslim al birçok yer kırık kullan hal bagaj etiket numara pnr kod ke q’dur sor önce baş gel yazık ilgile havaliman ban ver tutanağ ilgili mail adres gönder ancak herhangi bir çöz sun bagaj tamir ed ol nedeniyle yeni değiş talep ed tl uçak bilet ücret öde herhangi bir ek ücret öde tarz bir soru sürekli karşı ben mağdur ed mağduriyet gider ist gerek bir an önce yap ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
öde alın bilet oluş ücret i̇adesi bek tarih a jet üzer kredi kart bilet al öde yap ancak hesab par çekil rağmen bilet oluş herhangi bir bilgilen mesaj al konu ilgili müşteri hizmet iletişim geç bilet görün gün içinde ücret iade ed söyle mağduriyet bir an önce gider ücret derhal iade ed talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
ajetkampanyası sonra bilet fiyat düş nedeniyle mağduriyet i̇ade taleb ağustos tarih ’in “barcelona’ya uç başlıyor” kampanya kapsam ankara–barcelona–ankara gidişdönüş iki kişilik bilet kas gidiş kas dönüş ol şekil t kq rezervasyon kod toplam tl kredi kart sat al kampanya reklam avantaj fiyatla sun belirt ancak bugün aynı tarihle aynı uç tekrar fiyat kontrol yap bilet toplam tl sat gör uçuş tarihi yaklaş rağmen fiyat kadar düş kampanya dönem yüksek bir ücret öde ol ben ciddi şekil mağdur et kendi kampanya yanıl hissed ’ten öde tut güncel fiyat ara fark iade ed talep ed ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
a jet hak valiz ücret mağduriyet tarih a jet ankara–bakü vf sefer kullan bilet a jet kendi internet site üzer al sadece kilo valiz ol rağmen ban tl valiz ücret tahsil ed oysa kadar bir bagaj herhangi bir ücret alın gerek belirt yaşa ilgili ol a jet müşteri hizmet iletişim geç ancak herhangi bir şekil yardımcı ol mağduriyet gider uç ait pnr numara yaum’dur hak yer alın valiz ücret iade ed talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
ajetuçuşunda açıklama uzun bekle i̇lgisiz müşteri hizmet mağduriyet tarih sabah ankaratrabzon uç ciddi bir mağduriyet yaşa uçağ alın sonra yaklaşık dakika boyunca içeri hiçbir açıkla yap bekle sadece “operasyonel sebep dolayı” bekle söylen fakat detay bir bilgilen yap süreç yolcu herhangi bir ikra destek sağ ’e yakın yolcu uçağ içinde adeta tıkış tıkış bekle böyle bir yolcu dışarı bekle sağ içeri şekil mağdur ed kabul ed ayrıca önce aynı hava yol kullan benzer şekil bekle şikayet hiçbir şekil dönüş yap ilgi kalın ’ten tür mağduriyet tekrar yaşa adına yolcu açık net bir açıkla yap bekle iyi bir bilgilen destek sağ talep ed ayrıca geçmiş yap şikayet artık bir yanıt ver ist rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
ajetuçuşunda açıklama uzun bekle i̇lgisiz müşteri hizmet mağduriyet tarih sabah ankaratrabzon uç ciddi bir mağduriyet yaşa uçağ alın sonra yaklaşık dakika boyunca içeri hiçbir açıkla yap bekle sadece “operasyonel sebep dolayı” bekle söylen fakat detay bir bilgilen yap süreç yolcu herhangi bir ikra destek sağ ’e yakın yolcu uçağ içinde adeta tıkış tıkış bekle böyle bir yolcu dışarı bekle sağ içeri şekil mağdur ed kabul ed ayrıca önce aynı hava yol kullan benzer şekil bekle şikayet hiçbir şekil dönüş yap ilgi kalın ’ten tür mağduriyet tekrar yaşa adına yolcu açık net bir açıkla yap bekle iyi bir bilgilen destek sağ talep ed ayrıca geçmiş yap şikayet artık bir yanıt ver ist rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
ajetuçuşunda açıklama uzun bekle i̇lgisiz müşteri hizmet mağduriyet tarih sabah ankaratrabzon uç ciddi bir mağduriyet yaşa uçağ alın sonra yaklaşık dakika boyunca içeri hiçbir açıkla yap bekle sadece “operasyonel sebep dolayı” bekle söylen fakat detay bir bilgilen yap süreç yolcu herhangi bir ikra destek sağ ’e yakın yolcu uçağ içinde adeta tıkış tıkış bekle böyle bir yolcu dışarı bekle sağ içeri şekil mağdur ed kabul ed ayrıca önce aynı hava yol kullan benzer şekil bekle şikayet hiçbir şekil dönüş yap ilgi kalın ’ten tür mağduriyet tekrar yaşa adına yolcu açık net bir açıkla yap bekle iyi bir bilgilen destek sağ talep ed ayrıca geçmiş yap şikayet artık bir yanıt ver ist rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
bebek araba uçuş sonra kırık kullan hal teslim ed ağustos tarih a jet yap uçuş sonra antalya havaliman bebek araba teslim al tek parça ver ürün iki parça hal yer aç çiz kır ol gör tut yer yukarı diğer aşağı kal ayrıca valiz kırıkla var havaliman yetkili başvur a jet iletişim geç gerek söylen ay önce al yeni bir araba bebek araba bagi techno mark ol baby mall internet site sat al a jet müşteri hizmet görüş ben bebek araba tamir ed ol dair bir belge al iste ancak ürün ankara i̇stanbul’daki servis gönder imkan yok bebek araba ban lazım ol bir ürün kargo gönder mümkün ayrıca belge te ed konu yardımcı ol başka bir çöz öner yaşa mağduriyet gider a jet ban yardımcı ol bekl ürün bedel karşı yeni ürün tem on masraf öde herhangi bir çöz sun talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
ajetuçuşunda uzun sür gecik yetersiz yolcu bilgilen eylül tarih nın vf sefer sayılı berlin brandenburg – sabiha gökçe uç ciddi bir mağduriyet yaşa planla kalkış saat ol rağmen siber saldırı nedeniyle check işlem yap uçuş yaklaşık civar gerçek süreç yaklaşık saat dakika havaliman toplam saat fazla hiçbir yiyecek iç ikra yap bekle yolcu etkile herhangi bir bilgilen özür sun bekle personel başka bir yetkili tarafından herhangi bir açıkla yap uçağ alın sonra pilot gecik havaliman kaynaklan belirt sorumluluğ ’in üstlen ifade et ancak soru eylül beri devam et al ’in yolcu karşı sorumluluğ yerine getir düşün ayrıca gecik nedeniyle önem bir toplantı yetiş mağduriyet art ec tüzüğ kapsam yolcu hak koru gecik sırasında sağ ikra telafi maddi tazminat ikra kupon talep ed bilet pnr rza kanıt ol biniş kart gecik eposta yazış mevcut şikayet değerlendir kısa resmi bir yanıt ver ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
ajetuçuşunda uzun sür gecik yetersiz yolcu bilgilen eylül tarih nın vf sefer sayılı berlin brandenburg – sabiha gökçe uç ciddi bir mağduriyet yaşa planla kalkış saat ol rağmen siber saldırı nedeniyle check işlem yap uçuş yaklaşık civar gerçek süreç yaklaşık saat dakika havaliman toplam saat fazla hiçbir yiyecek iç ikra yap bekle yolcu etkile herhangi bir bilgilen özür sun bekle personel başka bir yetkili tarafından herhangi bir açıkla yap uçağ alın sonra pilot gecik havaliman kaynaklan belirt sorumluluğ ’in üstlen ifade et ancak soru eylül beri devam et al ’in yolcu karşı sorumluluğ yerine getir düşün ayrıca gecik nedeniyle önem bir toplantı yetiş mağduriyet art ec tüzüğ kapsam yolcu hak koru gecik sırasında sağ ikra telafi maddi tazminat ikra kupon talep ed bilet pnr rza kanıt ol biniş kart gecik eposta yazış mevcut şikayet değerlendir kısa resmi bir yanıt ver ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
ajetuçuşunda uzun sür gecik yetersiz yolcu bilgilen eylül tarih nın vf sefer sayılı berlin brandenburg – sabiha gökçe uç ciddi bir mağduriyet yaşa planla kalkış saat ol rağmen siber saldırı nedeniyle check işlem yap uçuş yaklaşık civar gerçek süreç yaklaşık saat dakika havaliman toplam saat fazla hiçbir yiyecek iç ikra yap bekle yolcu etkile herhangi bir bilgilen özür sun bekle personel başka bir yetkili tarafından herhangi bir açıkla yap uçağ alın sonra pilot gecik havaliman kaynaklan belirt sorumluluğ ’in üstlen ifade et ancak soru eylül beri devam et al ’in yolcu karşı sorumluluğ yerine getir düşün ayrıca gecik nedeniyle önem bir toplantı yetiş mağduriyet art ec tüzüğ kapsam yolcu hak koru gecik sırasında sağ ikra telafi maddi tazminat ikra kupon talep ed bilet pnr rza kanıt ol biniş kart gecik eposta yazış mevcut şikayet değerlendir kısa resmi bir yanıt ver ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
uçuş sonra valiz hasar şikayet eylül tarih kıbrıs ercan samsun çarşamba havaliman gerçek vf numara uçuş sonra iki büyük boy tekerlek valiz ciddi şekil hasar gör fark et bir valiz tamamen kır diğer kırık yırtık tür bir ilk karşı valiz garanti kapsam uçuş sonra havaalan müşteri hizmet herhangi bir başvuru yap ancak valiz şekil kullan hal gel nedeniyle ’ten iki valiz değiş talep ed yaşa mağduriyet gider kısa dönüş yap ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
kısa büyük fiyat fark mağduriyet kas ankarabarcelona gidiş kas barcelonaankara dönüş uç mobil uygula üzer tfpy pnr kod bilet tarih kredi kart yaklaşık tl sat al ancak bilet al sonra gün fiyat düş gör bugün aynı uçuş fiyat tl civar kadar gerile ara tl’lik fiyat fark ciddi bir tut kampanya yap hakk elbette var ancak kadar kısa kadar büyük bir fiyat fark ol kendi kandır hisset sebep ol fiyat fark iade ed talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
koltuk ücret i̇adesinde eksik mağduriyet yaş ağustos tarih ssnk numara uç dört kişilik aile birlikte yan yana otur koltuk seçi yap toplam tl öde gerçek ancak uçuş sırasında aile birlikte otur seç koltuk otur soru ilgili ol defalarca a jet müşteri hizmet iletişim geç ancak dört kişilik öde yap ol rağmen sadece bir kişi tl tutar bir iade gerçek ağustos yana mağduriyet gider sürekli ol uğraş a jet beklenti kal tl koltuk ücret iban kendi mevcut ol fazla oyala iade ed yaşa mağduriyet özür dilen uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
uçuş son dakika i̇ptali nedeniyle yaşa büyük mağduriyet tazminat taleb eylül tarih erkek arkadaş doğu gün organizasyon kapsam eylül tarih ara kktc tatil yap üzere merit royal diamond otel konakla sat al tarih ankara esenboğa havaliman aktar ol bodrum milas lefkoşa ercan havaliman tarih lefkoşa ercan bodrum milas uçuş bilet al pnr kod jhp ol uç kalk eylül saat ol planla ancak uç kalkış yaklaşık bir saat kala saat iptal ed bildir ani iptal nedeniyle büyük mağduriyet yaşa otel konakla tl i̇ş banka kredi kart çift yön havaalan transfer tl ziraat banka havale yeni alın uçak bilet tl uçak bilet tl iki i̇ş banka kredi kart öde yap harca uçuş son bir saat kala yapılan iptal nedeniyle zorunlu hal gel i̇ptal sonra müşteri hizmet iletişim geç ancak henüz geri dönüş al standart bir bilet sat al tür bir mağduriyet ilk yaş yaşa mağduriyet gider toplam tl ilgili yönetmelik uyarınca tazminat ol öde talep ed ayrıca taleb ilişkin cevab yazılı ol tebliğ ed ed şikayet genel merkezi müşteri i̇lişkileri yöneticisi’ne ilet ist ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
tsk personel ekstra bagaj hakk ver mağduriyet yarat eylül tarih antalya havaliman sabiha gökçen’e gerçek vf sefer sayılı uç tsk personel ol rağmen ban tanı gerek kg ekstra bagaj hakk ver check işlem sırasında hakk talep et kontuar görev artık sadece ’nda geçerli ol ’te hakk tanı ücret öde gerek belirt sonuç ol bilet ücret kadar yüksek miktar ol tl’lik ekstra bagaj ücret yapı kredi kredi kart sanal pos üzer öde zor kal öde slip mevcut önce defalarca uç hak tanı ilk böyle bir uygula karşı tsk personel sağ kolay kaldır kişisel ol mağduriyet yaşa ülke adına fedakar görev yap personel motivasyon olumsuz etkile ol öde tl iade tsk personel yönelik hak uygula sonlan kg ekstra bagaj hakk yeniden tanımla talep ed konu gerek hassasiyet göster ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
